E,N,y,x
2576844.493,1112453.298,576845.178,112453.032
2576961.67,1111278.79,576962.41,111278.46
2575761.518,1111679.06,575762.183,111678.752
2577336.855,1110343.752,577337.574,110343.559
2577283.56,1108919.73,577284.28,108919.49
2575728.527,1109618.337,575729.22,109617.99
2574792.644,1111011.562,574793.249,111011.247
2574960.362,1108310.117,574961,108309.85
2574905.315,1109143.969,574906.025,109143.572
2574203.31,1109034.78,574204,109034.51
2571988.568,1109818.793,571989.327,109818.579
2574664.93,1106950.59,574665.77,106950.32
2574006.004,1103433.422,574006.763,103433.275
2575581.725,1103979.813,575582.43,103979.6
2570805.65,1104295.44,570806.48,104295.17
2573024.792,1103339.548,573025.579,103339.451
2571424.58,1106013.95,571425.36,106013.75
2574615.61,1100349.31,574616.35,100348.97
2573377.92,1098788.93,573378.8,98788.75
2577324.54,1098332.97,577325.25,98332.84
2577899.411,1100382.07,577900.115,100381.929
2577621.67,1100806.68,577622.34,100806.56
2571157.87,1102542.38,571158.73,102542.26
2571870.445,1102374.382,571871.285,102374.281
2572091.999,1103114.534,572092.786,103114.457
2571025.534,1102377.878,571026.358,102377.72
2575984.71,1096297.22,575985.57,96297.07
2575714.79,1092640.47,575715.81,92640.2
2565553.19,1099749.71,565553.99,99749.35
2562120.638,1100199.686,562121.432,100199.263
2572163.308,1100535.215,572164.129,100535.022
2563634.96,1102168.99,563635.75,102168.64
2563244.227,1101811.524,563244.98,101811.14
2565301.56,1104034.76,565302.35,104034.46
2568906.92,1102981.43,568907.76,102981.21
2569107.854,1103128.953,569108.673,103128.764
2570408.169,1103966.849,570408.98,103966.67
2568892.403,1104350.217,568893.123,104349.984
2571556.57,1107925.02,571557.33,107924.79
2571295.84,1108277.66,571296.6,108277.44
2569843.811,1106015.372,569844.543,106015.156
2569622.644,1109499.406,569623.45,109499.21
2567730.09,1107735.53,567730.83,107735.24
2566842.93,1106953.68,566843.65,106953.37
2567629.851,1108164.09,567630.585,108163.805
2568534.4,1110277.78,568535.03,110277.53
2568329.21,1112127.19,568329.86,112126.9
2568546.853,1111624.032,568547.512,111623.77
2555684.93,1112758.84,555685.39,112758.45
2560188.06,1112309.39,560188.63,112308.91
2568688.74,1113417.73,568689.39,113417.41
2568076.538,1114515.698,568077.204,114515.374
2566155.62,1115042.42,566156.22,115042.06
2556168.93,1113992.75,556169.32,113992.4
2557549.04,1116050.66,557549.53,116050.35
2555217.02,1120844.5,555217.64,120844.2
2554402.21,1122152.97,554402.79,122152.64
2557505.71,1123065.86,557506.31,123065.46
2559220.63,1118892.52,559221.15,118892.16
2565126.23,1118363.91,565126.83,118363.65
2559080.76,1128505.21,559081.29,128505
2556063.34,1131908.44,556063.8,131908.36
2553036.26,1137341.34,553036.89,137341.01
2552131.206,1137367.863,552131.827,137367.491
2551879.02,1136200.034,551879.66,136199.667
2551088.004,1136225.283,551088.652,136225.032
2553876.64,1136925.323,553877.249,136924.909
2550182.35,1135159.9,550182.89,135159.7
2632565.94,1142676.85,632566.2,142677
2550588.121,1135661.407,550588.768,135661.192
2557479.014,1128781.253,557479.474,128780.886
2556566.48,1129763.17,556567.01,129762.86
2554901.351,1129458.304,554901.974,129458.022
2567970.419,1113386.283,567971.11,113385.985
2569077.925,1110503.198,569078.63,110502.96
2563052.297,1101272.359,563053.09,101272.01
2570035.84,1102960.533,570036.7,102960.373
2574009.011,1106559.601,574009.743,106559.423
2570631.209,1105334.647,570631.931,105334.472
2571911.647,1101632.217,571912.505,101632.063
2578725.417,1106186.12,578726.15,106185.93
2573303.585,1108982.471,573304.314,108982.184
2576777.433,1110100.406,576778.15,110100.188
2578747.389,1096770.176,578748.118,96770.067
2578525.909,1096184.751,578526.629,96184.674
2579684.292,1097479.897,579685.012,97479.754
2578324.813,1099711.894,578325.59,99711.77
2582769.798,1113144.744,582770.443,113144.638
2585200.457,1112969.094,585201.04,112968.98
2585735.876,1115223.832,585736.42,115223.78
2589944.106,1120933.26,589944.585,120933.345
2594973.7,1123453.5,594974.21,123453.4
2593551.182,1122233.705,593551.75,122233.6
2595249.214,1124783.593,595249.698,124783.409
2598491.011,1125789.867,598491.44,125789.8
2597854.907,1125661.704,597855.37,125661.68
2599070.264,1122561.396,599070.765,122561.369
2601778.925,1122565.144,601779.378,122565.214
2604989.559,1105840.403,604990.09,105840.73
2610436.419,1109657.422,610437.076,109657.793
2610689.821,1114466.208,610690.272,114466.53
2610431.131,1113734.286,610431.654,113734.537
2626777.929,1106523.754,626778.56,106523.98
2627316.325,1109359.424,627316.98,109359.75
2617968.716,1127451.963,617969.02,127451.93
2617785.863,1126869.365,617786.197,126869.316
2617212.91,1127017.574,617213.227,127017.593
2630418.1,1124317.962,630418.389,124318.288
2627843.047,1126461.641,627843.369,126461.825
2633234.5,1128421.547,633234.75,128421.774
2633884.382,1127431.614,633884.638,127431.956
2647318.157,1118761.438,647318.55,118761.84
2650820.297,1114581.687,650820.673,114582.163
2657216.078,1134804.175,657216.325,134804.612
2657596.083,1134853.182,657596.313,134853.557
2673203.772,1158792.425,673203.516,158792.711
2611816.894,1119696.788,611817.585,119697.023
2612776.267,1118549.879,612776.851,118550.244
2615155.605,1131671.409,615155.962,131671.326
2628641.185,1114943.272,628641.714,114943.712
2629916.491,1117893.586,629916.862,117894.101
2628804.961,1114467.491,628805.5,114467.929
2635139.425,1116891.236,635139.799,116891.739
2596374.592,1111629.187,596375.23,111629.38
2609984.728,1111291.573,609985.317,111291.757
2613994.609,1111749.147,613995.07,111749.44
2614353.101,1110677.106,614353.77,110677.43
2615067.9,1109945.882,615068.58,109946.32
2578871.518,1105285.51,578872.16,105285.45
2580180.616,1103776.35,580181.278,103776.205
2581364.59,1103940.918,581365.217,103940.776
2582681.787,1102798.279,582682.426,102798.196
2583529.969,1103974.246,583530.573,103974.168
2592821.77,1115768.706,592822.32,115768.664
2551063.2,1136054.708,551063.867,136054.486
2567816.187,1114642.223,567816.83,114641.89
2567292.985,1114754.758,567293.636,114754.425
2568483.693,1112757.088,568484.313,112756.808
2569911.547,1109664.507,569912.269,109664.289
2567607.727,1107254.943,567608.505,107254.632
2561573.256,1100146.339,561574.039,100145.956
2562903.659,1101583.093,562904.574,101582.753
2572520.523,1100308.762,572521.366,100308.595
2572436.862,1103397.021,572437.677,103396.907
2573583.665,1103497.021,573584.47,103496.96
2568714.777,1102831.306,568715.605,102831.103
2569856.186,1103293.747,569856.983,103293.561
2570250.202,1106072.01,570250.92,106071.76
2576430.216,1110592.922,576430.938,110592.653
2575373.11,1109805.495,575373.783,109805.087
2575939.025,1108979.762,575939.691,108979.523
2573860.94,1106920.336,573861.63,106920.175
2578563.76,1105422.108,578564.46,105421.95
2575756.903,1104202.11,575757.56,104201.94
2575583.906,1105137.733,575584.71,105137.48
2577781.034,1102340.162,577781.703,102340.079
2577924.952,1101503.797,577925.704,101503.666
2578248.642,1101724.071,578249.402,101723.929
2577119.539,1101295.602,577120.144,101295.482
2577992.451,1097203.466,577993.208,97203.312
2578056.546,1097863.577,578057.365,97863.405
2579339.248,1096937.122,579340.021,96937.053
2578385.957,1098920.191,578386.769,98920.022
2584123.109,1091734.172,584124.038,91734.124
2581826.03,1086742.733,581826.958,86742.632
2582837.581,1087950.087,582838.465,87949.963
2586404.14,1115681.688,586404.67,115681.6
2585351.576,1114753.224,585352.16,114753.19
2584146.433,1114793.603,584147.03,114793.53
2582860.156,1113576.752,582860.828,113576.583
2583125.381,1112878.704,583126,112878.65
2586459.85,1118364.635,586460.484,118364.522
2588671.652,1117630.86,588672.26,117630.75
2589440.597,1119929.953,589441.138,119929.84
2589868.673,1115550.472,589869.134,115550.429
2590054.965,1116131.855,590055.463,116131.833
2589991.45,1117506.124,589992.01,117506.16
2588877.597,1115272.767,588878.182,115272.562
2591180.859,1115580.251,591181.359,115580.285
2591198.181,1118484.038,591198.746,118483.968
2592468.855,1119138.707,592469.415,119138.638
2593493.148,1118183.366,593493.686,118183.322
2595388.639,1122517.542,595389.151,122517.449
2596702.64,1120296.038,596703.179,120296.03
2597932.962,1119772.52,597933.463,119772.513
2598170.897,1120592.576,598171.428,120592.62
2595716.049,1124775.745,595716.591,124775.559
2598091.941,1126017.937,598092.45,126017.892
2597285.74,1125687.828,597286.15,125687.77
2596566.59,1125911.97,596567.07,125911.9
2601026.46,1126148.577,601027.06,126148.6
2601169.937,1126703.347,601170.519,126703.235
2598809.531,1121913.647,598810.034,121913.694
2604295.85,1106595.19,604296.443,106595.457
2610018.712,1110767.813,610019.345,110768.027
2610175.694,1114240.962,610176.252,114241.195
2610042.071,1113767.774,610042.553,113767.989
2609905.022,1119617.378,609905.475,119617.479
2610505.372,1119558.474,610505.772,119558.618
2610266.125,1118825.722,610266.577,118825.863
2605597.165,1119182.94,605597.822,119183.005
2604152.474,1120230.107,604153.221,120230.155
2604578.462,1121321.075,604579.014,121321.026
2604877.606,1121992.653,604878.186,121992.53
2604280.854,1121829.11,604281.426,121829.038
2605060.905,1123260.021,605061.421,123260.081
2603332.605,1122529.413,603333.135,122529.385
2603471.928,1122558.559,603472.476,122558.593
2603931.475,1122443.201,603932.063,122443.118
2600922.471,1127075.315,600923.06,127075.26
2602771.038,1126814.406,602771.518,126814.496
2601974.684,1127111.167,601975.198,127111.099
2602212.58,1126501.266,602213.069,126501.278
2603486.144,1126650.942,603486.646,126650.977
2604012.28,1127324.91,604012.77,127324.88
2603767.176,1126804.913,603767.673,126804.868
2603639.8,1125971.55,603640.3,125971.53
2603909.94,1126318.052,603910.423,126318.126
2613957.88,1132169.112,613958.229,132169.007
2614910.665,1132042.093,614911.037,132041.953
2613997.614,1129705.155,613997.94,129705.07
2613494.621,1129894,613494.915,129893.901
2620010.708,1116156.947,620011.402,116157.258
2629317.881,1141184.086,629318.03,141184.12
2626632.444,1139220.38,626632.714,139220.497
2626056.613,1138895.997,626056.83,138896.11
2617790.426,1129857.562,617790.773,129857.498
2620053.373,1126872.522,620053.72,126872.49
2619950.932,1126515.999,619951.299,126516.027
2619570.874,1126529.187,619571.261,126529.07
2621752.696,1130677.977,621753.096,130678.12
2622204.702,1130748.788,622205.121,130748.88
2627215.431,1128759.172,627215.795,128759.302
2627001.526,1129074.152,627001.902,129074.273
2626958.936,1129212.328,626959.344,129212.423
2626344.265,1127022.722,626344.643,127022.876
2630203.115,1124513.224,630203.511,124513.547
2630005.198,1124050.385,630005.496,124050.663
2630307.422,1125745.229,630307.724,125745.48
2630369.31,1125118.009,630369.641,125118.3
2629778.764,1125755.684,629779.103,125755.919
2629813.416,1125104.882,629813.809,125105.164
2629037.427,1125229.452,629037.76,125229.733
2624185.684,1128963.82,624186.103,128963.871
2622765.995,1129237.11,622766.381,129237.148
2623258.261,1129613.867,623258.653,129613.895
2624116.896,1129856.428,624117.292,129856.465
2623608.143,1129952.01,623608.524,129952.049
2632437.73,1128435.414,632438.02,128435.642
2632751.148,1128764.761,632751.396,128765.008
2632904.961,1124286.77,632905.24,124287.115
2637326.988,1129943.253,637327.134,129943.672
2635242.788,1129682.577,635243.02,129682.791
2640682.1,1128793.95,640682.32,128794.24
2639439.791,1127863.045,639440.034,127863.277
2638542.964,1129201.796,638543.036,129202.138
2637738.571,1128637.097,637738.742,128637.438
2639919.454,1129546.679,639919.626,129547.006
2640405.235,1129090.853,640405.465,129091.11
2640243.077,1129916.174,640243.196,129916.559
2640734.414,1129979.088,640734.589,129979.377
2636347.686,1122734.879,636348.243,122735.103
2635470.652,1116680.328,635471.005,116680.807
2635484.712,1121065.149,635485.073,121065.502
2634909.049,1121224.022,634909.433,121224.396
2634949.427,1120690.108,634949.81,120690.503
2635371.99,1116127.969,635372.316,116128.379
2635937.357,1116678.295,635937.814,116678.802
2635766.938,1115462.897,635767.336,115463.307
2635864.68,1115286.127,635865.049,115286.57
2626723.533,1106098.181,626724.185,106098.462
2626468.696,1106006.654,626469.28,106006.95
2626797.402,1105889.187,626798.008,105889.535
2626161.582,1105205.591,626162.2,105205.965
2625864.336,1103298.304,625864.899,103298.65
2626367.199,1104119.614,626367.802,104119.942
2626424.404,1103643.961,626425,103644.31
2626093.709,1102593.47,626094.344,102593.815
2626083.658,1101662.104,626084.346,101662.542
2625572.991,1097989.652,625573.778,97990
2624933.972,1097325.61,624934.72,97325.95
2622574.812,1095010.704,622575.635,95011.006
2625051.786,1095462.846,625052.506,95463.28
2642322.194,1129475.841,642322.391,129476.136
2642028.355,1128759.447,642028.564,128759.711
2641230.332,1129331.111,641230.523,129331.359
2641445.408,1130305.701,641445.563,130305.968
2645341.333,1130968.645,645341.503,130968.913
2644428.857,1129483.077,644428.994,129483.317
2644169.659,1129788.574,644169.829,129788.821
2643993.068,1128715.464,643993.238,128715.723
2645520.342,1121541.476,645520.638,121541.886
2646381.396,1118019.563,646381.806,118019.888
2647101.235,1115826.189,647101.66,115826.58
2649024.54,1115733.617,649024.94,115734.03
2654184.942,1116272.573,654185.362,116272.955
2653824.186,1116494.732,653824.539,116495.168
2652087.372,1117573.032,652087.999,117573.577
2647135.524,1138482.673,647135.801,138482.844
2645559.58,1136401.126,645559.729,136401.38
2646904.932,1136394.538,646905.185,136394.831
2646223.3,1136887.275,646223.504,136887.644
2648593.033,1136200.012,648593.154,136200.425
2648692.435,1134859.203,648692.667,134859.548
2650814.925,1138013.487,650815.04,138014.05
2649598.717,1138866.425,649598.8,138866.976
2649677.353,1139871.642,649677.507,139872.158
2650218.929,1139282.24,650219.009,139282.763
2657905.104,1135169.064,657905.263,135169.587
2653700.525,1139101.75,653700.686,139102.092
2653823.071,1139925.833,653823.237,139926.121
2652960.063,1138947.858,652960.178,138948.285
2652992.674,1137975.657,652992.857,137976.043
2654318.447,1138838.192,654318.535,138838.583
2654649.017,1139224.231,654649.127,139224.565
2656506.034,1141399.394,656506.209,141399.75
2655566.028,1142538.058,655566.121,142538.495
2659997.23,1145363.36,659997.31,145363.71
2660017.693,1145554.646,660017.82,145555.008
2659691.034,1145364.936,659691.104,145365.301
2659677.666,1144773.436,659677.674,144773.85
2660420.926,1145422.695,660420.987,145423.028
2660855.571,1146173.854,660855.602,146174.193
2661050.375,1146369.27,661050.439,146369.603
2663322.034,1148682.776,663322.012,148683.092
2663738.214,1148825.941,663738.134,148826.236
2667092.378,1151017.961,667092.234,151018.258
2568606.101,1112382.447,568606.736,112382.182
2551243.909,1137908.107,551244.615,137907.798
2596458.966,1122865.626,596459.454,122865.719
2595742.732,1122652.043,595743.226,122651.959
2595743.792,1122828.654,595744.304,122828.604
2595591.435,1122693.164,595591.937,122693.098
2595672.251,1122901.486,595672.77,122901.435
2595648.615,1123001.52,595649.146,123001.48
2595741.991,1123080.467,595742.517,123080.415
2595428.115,1122876.439,595428.57,122876.333
2595533.725,1123048.151,595534.161,123048.031
2595905.205,1122991.951,595905.735,122991.929
2596161.988,1123058.66,596162.498,123058.726
2595954.306,1123167.458,595954.816,123167.418
2595815.132,1123200.678,595815.644,123200.617
2596216.712,1123508.07,596217.217,123507.998
2595572.423,1123519.736,595572.895,123519.645
2595492.449,1123794.28,595492.967,123794.212
2580483.968,1081838.872,580485.021,81838.693
2582458.554,1088193.708,582459.526,88193.608
2581487.194,1089641.628,581487.955,89641.523
2580392.629,1093132.243,580393.508,93132.182
2579889.837,1093103.23,579890.639,93103.16
2577272.288,1096599.533,577273.033,96599.397
2577447.435,1097543.115,577448.199,97542.996
2572153.458,1101038.385,572154.311,101038.204
2578440.601,1100577.248,578441.309,100577.146
2577687.443,1101248.919,577688.209,101248.799
2577110.788,1102314.739,577111.473,102314.568
2579061.221,1102693.276,579061.977,102693.14
2578551.014,1104770.244,578551.56,104770.31
2568693.54,1104454.834,568694.276,104454.559
2568998.467,1105141.046,568999.171,105140.837
2569637.054,1105533.755,569637.813,105533.502
2570115.201,1105861.611,570115.862,105861.396
2576236.552,1110253.624,576237.261,110253.384
2574474.101,1109159.054,574474.812,109158.728
2574559.566,1109852.535,574560.231,109852.26
2584860.759,1125079.239,584861.27,125078.93
2582250.178,1113886.717,582250.863,113886.6
2581544.475,1112763.697,581545.089,112763.628
2583135.75,1113659.787,583136.325,113659.665
2584588.238,1114770.775,584588.83,114770.69
2585516.685,1111389.417,585517.297,111389.459
2588462.042,1114455.814,588462.724,114455.705
2588154.989,1114154.185,588155.656,114154.084
2589129.817,1114974.153,589130.395,114974.109
2586066.788,1118318.096,586067.409,118317.93
2588209.9,1116940.216,588210.51,116940.01
2588411.569,1117837.773,588412.19,117837.66
2589147.669,1118004.032,589148.271,118003.906
2588597.937,1118371.003,588598.41,118370.86
2589581.263,1117135.002,589581.73,117135.05
2590262.662,1117788.123,590263.238,117788.147
2589752.168,1119615.682,589752.74,119615.52
2593332.214,1117249.483,593332.807,117249.326
2594040.384,1117800.454,594041.02,117800.319
2592651.359,1121010.711,592651.915,121010.636
2593551.214,1121584.996,593551.747,121584.91
2594404.868,1121426.046,594405.42,121425.973
2593356.9,1122086.018,593357.46,122085.92
2592186.218,1121996.93,592186.764,121996.82
2594909.601,1124583.261,594910.105,124583.103
2596046.717,1125894.608,596047.164,125894.557
2596590.734,1123709.948,596591.23,123709.89
2596825.984,1124582.189,596826.429,124582.152
2597439.753,1125382.823,597440.19,125382.81
2598007.705,1120130.941,598008.244,120130.936
2601525.841,1125985.347,601526.377,125985.374
2601159.086,1125613.865,601159.66,125613.857
2603061.192,1122616.698,603061.725,122616.721
2604885.617,1120067.663,604886.378,120067.737
2605655.232,1123381.892,605655.708,123381.948
2608317.807,1127910.627,608318.201,127910.485
2607419.87,1127664.223,607420.282,127664.182
2607168.096,1128559.11,607168.493,128559.035
2608550.297,1129114.165,608550.666,129114.018
2608314.58,1128667.073,608314.962,128666.908
2609051.486,1128322.11,609051.89,128321.972
2606213.13,1129779.66,606213.38,129779.57
2610903.161,1128871.047,610903.55,128870.98
2605242.279,1126248.822,605242.636,126248.961
2611719.556,1122337.049,611720.086,122337.217
2610038.012,1118594.502,610038.497,118594.636
2610995.321,1117240.008,610995.804,117240.321
2611042.642,1114487.396,611043.118,114487.729
2610166.505,1113308.147,610167.17,113308.355
2614368.136,1109417.494,614368.616,109417.903
2614402.875,1110141.988,614403.48,110142.36
2625647.249,1104060.354,625647.828,104060.672
2627025.94,1105916.68,627026.51,105917.03
2627699.991,1107027.05,627700.593,107027.421
2627349.106,1106904.717,627349.685,106905.038
2624794.742,1097580.346,624795.543,97580.623
2625043.395,1097889.878,625044.219,97890.145
2624059.578,1096090.91,624060.35,96091.21
2622472.618,1094713.002,622473.381,94713.335
2637734.052,1111773.617,637734.647,111773.927
2638025.719,1109900.444,638026.268,109900.81
2640089.112,1105265.445,640089.703,105265.912
2627894.395,1113333.338,627894.9,113333.83
2628467.146,1114529.359,628467.658,114529.775
2630521.621,1118638.548,630522.021,118638.963
2629747.181,1118144.652,629747.577,118145.112
2635496.081,1115811.964,635496.422,115812.373
2633736.813,1121628.621,633737.187,121629.058
2633186.581,1125360.743,633186.853,125361.082
2636044.211,1127124.051,636044.37,127124.369
2634136.397,1128461.204,634136.641,128461.442
2632527.354,1128743.798,632527.632,128744.03
2635580.505,1123099.252,635581.031,123099.455
2630292.869,1124792.182,630293.21,124792.49
2629307.157,1125952.828,629307.559,125953.056
2627597.289,1125618.789,627597.61,125619.005
2626352.277,1128880.24,626352.65,128880.343
2626494.295,1129163.163,626494.709,129163.259
2625987.928,1129354.781,625988.326,129354.937
2626051.28,1128946.506,626051.691,128946.583
2625471.79,1129252.165,625472.185,129252.293
2624959.43,1129829.72,624959.83,129829.8
2625293.191,1129423.837,625293.592,129424.044
2624407.446,1129756.674,624407.819,129756.724
2624155.943,1128408.336,624156.33,128408.37
2620804.072,1129591.176,620804.475,129591.235
2620503.127,1129465.635,620503.519,129465.695
2620593.887,1129179.285,620594.28,129179.338
2641811.033,1129104.093,641811.227,129104.372
2639680.055,1128787.672,639680.314,128787.944
2639899.236,1130037.077,639899.399,130037.416
2640733.064,1130213.126,640733.289,130213.406
2644676.767,1129670.928,644676.959,129671.153
2646653.221,1128262.288,646653.392,128262.71
2654949.635,1116386.019,654950.095,116386.445
2654216.695,1112861.713,654217.11,112862.21
2648352.18,1115490.643,648352.56,115491.05
2646391.092,1116844.917,646391.354,116845.257
2647130.64,1118131.95,647131.167,118132.335
2643856.078,1133269.027,643856.226,133269.255
2643631.772,1132922.29,643631.912,132922.513
2644498.174,1133530.418,644498.279,133530.744
2646492.012,1136303.149,646492.215,136303.486
2654771.323,1136424.614,654771.529,136425.048
2654290.983,1137160.117,654291.183,137160.48
2659446.766,1144986.551,659446.816,144986.975
2660169.235,1145471.304,660169.301,145471.637
2617267.902,1127362.358,617268.19,127362.39
2582080.497,1087816.206,582081.428,87816.053
2569624.145,1103528.819,569624.91,103528.61
2570323.838,1104786.557,570324.6,104786.374
2569737.518,1105214.08,569738.201,105213.87
2570526.681,1105556.701,570527.484,105556.552
2569224.371,1105017.755,569225.05,105017.582
2569577.981,1104716.352,569578.708,104716.102
2607972.047,1128451.799,607972.45,128451.666
2608444.969,1127637.256,608445.335,127637.12
2608618.624,1128005.469,608619.005,128005.316
2608391.891,1129408.967,608392.272,129408.851
2607770.416,1129153.453,607770.825,129153.391
2607506.855,1129836.675,607507.251,129836.624
2606652.988,1128392.777,606653.369,128392.773
2614983.601,1108067.378,614984.12,108067.68
2615094.443,1109084.677,615095.046,109085.095
2619836.524,1126807.162,619836.907,126807.046
2619540.94,1126696.226,619541.334,126696.165
2604589.934,1125291.504,604590.436,125291.509
2603921.257,1126595.644,603921.767,126595.652
2602748.654,1126283.751,602749.125,126283.809
2601717.19,1126551.6,601717.736,126551.604
2653217.677,1138243.305,653217.829,138243.67
2653825.909,1138312.35,653826.021,138312.735
2654968.121,1139901.773,654968.267,139902.077
2653779.248,1139705.144,653779.417,139705.459
2653813.129,1139238.653,653813.26,139238.993
2653379.711,1139361.907,653379.842,139362.263
2595657.005,1122484.796,595657.561,122484.736
2595440.946,1122723.137,595441.447,122723.067
2595952.317,1122897.552,595952.836,122897.533
2595195.744,1123331.105,595196.229,123331.037
2595703.586,1123275.967,595704.06,123275.869
2595850.876,1123305.625,595851.357,123305.562
2595989.298,1123345.6,595989.787,123345.562
2583646.072,1126533.049,583646.44,126532.86
2583278.234,1126655.432,583278.43,126655.28
2584075.9,1126485.154,584076.42,126484.87
2585341.445,1112161.545,585342,112161.47
2627467.428,1126454.867,627467.843,126455.124
2627007.98,1106355.675,627008.608,106356.003
2626675.428,1105633.16,626676.023,105633.545
2626704.189,1105205.245,626704.854,105205.574
2624927.338,1098508.626,624928.047,98509
2625266.779,1095803.337,625267.533,95803.766
2625778.096,1138772.601,625778.26,138772.776
2625499.74,1138999.85,625500,139000
2625499.78,1137999.86,625500,138000
2596199.48,1122649.87,596200,122650
2561999.21,1099500.39,562000,99500
2598149.42,1118100.02,598150,118100
2578491.533,1102586.71,578492.21,102586.573
2578178.444,1101151.751,578179.206,101151.616
2589747.339,1115999.502,589747.84,115999.44
2588177.206,1114394.657,588177.877,114394.51
2588897.893,1114063.587,588898.573,114063.314
2589208.425,1119595.376,589208.95,119595.26
2588835.552,1119114.487,588836,119114.36
2607245.221,1123049.826,607245.719,123049.876
2610530.807,1115695.053,610531.238,115695.183
2610570.889,1116446.053,610571.199,116446.244
2635595.642,1122769.977,635596.121,122770.226
2636110.97,1122619.487,636111.48,122619.76
2647014.052,1137533.705,647014.342,137534.013
2647640.58,1137506.789,647640.685,137507.222
2603616.987,1125712.156,603617.49,125712.186
2595313.269,1122835.108,595313.741,122835
2596199.938,1122836.961,596200.47,122837.088
2596096.389,1123216.363,596096.867,123216.353
2577866.534,1104671.597,577867.2,104671.47
2595278.408,1123313.759,595278.884,123313.691
2595475.717,1123352.391,595476.19,123352.302
2595576.663,1123442.704,595577.127,123442.613
2596051.081,1123273.809,596051.561,123273.779
2596216.195,1122925.164,596216.733,122925.261
2596136.042,1122810.156,596136.576,122810.272
2595965.556,1122727.676,595966.094,122727.705
2595801.935,1122583.296,595802.499,122583.273
2595859.613,1122621.501,595860.174,122621.485
2682021.765,1227611.528,682020.95,227611.7
2683185.64,1231229.9,683184.84,231230.02
2681127.191,1229683.439,681126.373,229683.571
2679478.215,1228569.929,679477.418,228570.075
2678828.583,1225918.976,678827.805,225919.126
2681807.766,1224710.103,681806.976,224710.27
2681919.109,1226162.49,681918.315,226162.652
2685849.951,1230347.569,685849.12,230347.73
2676839.801,1223877.128,676839.03,223877.276
2687276.146,1226494.958,687275.32,226495.11
2688156.742,1229200.82,688155.91,229200.97
2690442.191,1225095.852,690441.35,225096.01
2683225.976,1224622.073,683225.18,224622.24
2674926.542,1221698.412,674925.783,221698.567
2685939.53,1224511.1,685938.72,224511.28
2680899.768,1221637.059,680898.991,221637.236
2682054.168,1219924.805,682053.4,219924.99
2685585.61,1220374.157,685584.84,220374.33
2689049.791,1220773.416,689049.01,220773.58
2691757.132,1223646.383,691756.29,223646.54
2692177.54,1226216.27,692176.72,226216.44
2678019.06,1220827.743,678018.299,220827.912
2680782.423,1218139.301,680781.658,218139.487
2674433.491,1220736.961,674432.737,220737.113
2675179.39,1227925.093,675178.601,227925.22
2675839.777,1232290.348,675838.98,232290.48
2678887.345,1229570.972,678886.54,229571.12
2675804.061,1268625.628,675802.97,268625.64
2676798.103,1272621.667,676796.96,272621.74
2677317.968,1271917.276,677316.83,271917.37
2677314.823,1269337.71,677313.74,269337.72
2677517.386,1270935.474,677516.27,270935.54
2678145.478,1274171.4,678144.28,274171.47
2679574.087,1276805.427,679572.9,276805.56
2680406.813,1275327.552,680405.63,275327.66
2680812.944,1273638.877,680811.76,273638.95
2679077.723,1272619.115,679076.57,272619.19
2678164.616,1270985.698,678163.51,270985.78
2679695.823,1269291.013,679694.68,269291.04
2680743.003,1270445.904,680741.87,270445.97
2682054.73,1271003.734,682053.57,271003.82
2683114.238,1272219.737,683113.05,272219.82
2681805.612,1275936.85,681804.4,275936.96
2684033.55,1270183.45,684032.38,270183.55
2681315.197,1269539.095,681314.06,269539.15
2683989.215,1268585.544,683988.09,268585.62
2678776.2,1267510.94,678775.1,267510.96
2677044.535,1266696.462,677043.47,266696.48
2675743.612,1267070.778,675742.54,267070.8
2674855.361,1263431.113,674854.31,263431.14
2672445.864,1261699.186,672444.851,261699.207
2674828.436,1264933.723,674827.36,264933.76
2677628.166,1264895.588,677627.12,264895.59
2678916.744,1266686.479,678915.65,266686.48
2680127.679,1267781.714,680126.54,267781.73
2680580.163,1266623.805,680579.04,266623.82
2682089.432,1267525.212,682088.3,267525.23
2685823.195,1269240.876,685822.05,269240.96
2686093.767,1270791.73,686092.63,270791.84
2685164.569,1272137.565,685163.41,272137.68
2687388.245,1273201.695,687387.11,273201.86
2684281.772,1274898.658,684280.58,274898.79
2682579.437,1273708.822,682578.25,273708.91
2684102.394,1277582.622,684101.2,277582.76
2687407.694,1276977.465,687406.53,276977.66
2684788.248,1267639.038,684787.13,267639.11
2684446.599,1266217.252,684445.47,266217.29
2682472.308,1264906.321,682471.22,264906.37
2679554.756,1265550.144,679553.64,265550.17
2675700.785,1263799.81,675699.73,263799.84
2676797.058,1262536.101,676796.04,262536.13
2679445.237,1262709.976,679444.17,262710.02
2679742.662,1264014.029,679741.59,264014.05
2680945.14,1263805.029,680944.06,263805.06
2681180.49,1261920.577,681179.44,261920.63
2681797.34,1260030.34,681796.32,260030.41
2683816.23,1260276.393,683815.19,260276.49
2683936.648,1262793.312,683935.58,262793.35
2684142.46,1264436.659,684141.37,264436.71
2685056.123,1262554.794,685055.05,262554.87
2685449.949,1264958.637,685448.85,264958.71
2687145.594,1263394.357,687144.54,263394.44
2686478.007,1265406.557,686476.91,265406.67
2685446.469,1266987.532,685445.36,266987.59
2688409.808,1264577.514,688408.76,264577.64
2690053.053,1263581.403,690052,263581.54
